nan nan nan nan -0.0103791 -0.0051492 -0.00142065 -0.000321962 -0.000168654 -0.000112424 -2.04281e-13 0.000119197 0.000196065 0.000216006 0.000184871 0.000115833 2.35421e-05 -7.73436e-05 -0.00017241 -0.00024783 -0.000291284 -0.000293771 -0.000251958 -0.000170043 -6.00486e-05 6.00486e-05 0.000170043 0.000251958 0.000293771 0.000291284 0.00024783 0.00017241 7.73436e-05 -2.35421e-05 -0.000115833 -0.000184871 -0.000216006 -0.000196065 -0.000119197 -1.93623e-13 0.000112424 0.000168654 0.000321962 0.00142065 0.0051492 0.0103791 nan nan nan nan 
nan nan nan -0.00812281 -0.00610813 -0.00389778 -0.00199593 -0.000975942 -0.000518573 -0.000281871 -0.000119197 -2.04281e-13 7.25681e-05 9.58672e-05 7.39064e-05 1.54872e-05 -6.78775e-05 -0.000162887 -0.000254854 -0.000328344 -0.0003686 -0.000364008 -0.000309217 -0.000207843 -7.32941e-05 7.32941e-05 0.000207843 0.000309217 0.000364008 0.0003686 0.000328344 0.000254854 0.000162887 6.78775e-05 -1.54872e-05 -7.39064e-05 -9.58672e-05 -7.25681e-05 -1.94511e-13 0.000119197 0.000281871 0.000518573 0.000975942 0.00199593 0.00389778 0.00610813 0.00812281 nan nan nan 
nan nan nan 0.00225629 -0.00203506 -0.00234025 -0.00169169 -0.00106972 -0.000650124 -0.000379179 -0.000196065 -7.25681e-05 -2.04281e-13 2.49316e-05 6.33567e-06 -4.9259e-05 -0.000132656 -0.000231801 -0.000331621 -0.000414415 -0.000461464 -0.000456311 -0.000389454 -0.00026302 -9.30152e-05 9.30152e-05 0.00026302 0.000389454 0.000456311 0.000461464 0.000414415 0.000331621 0.000231801 0.000132656 4.9259e-05 -6.33567e-06 -2.49316e-05 -1.94511e-13 7.25681e-05 0.000196065 0.000379179 0.000650124 0.00106972 0.00169169 0.00234025 0.00203506 -0.00225629 nan nan nan 
nan nan -0.00952098 -0.00261223 -0.00195266 -0.00174001 -0.00136429 -0.000964607 -0.00063651 -0.000391913 -0.000216006 -9.58672e-05 -2.49316e-05 -2.04281e-13 -1.82799e-05 -7.56314e-05 -0.000165373 -0.00027711 -0.000395629 -0.000500446 -0.000567083 -0.000571157 -0.000495539 -0.000338791 -0.000120595 0.000120595 0.000338791 0.000495539 0.000571157 0.000567083 0.000500446 0.000395629 0.00027711 0.000165373 7.56314e-05 1.82799e-05 -1.95399e-13 2.49316e-05 9.58672e-05 0.000216006 0.000391913 0.00063651 0.000964607 0.00136429 0.00174001 0.00195266 0.00261223 0.00952098 nan nan 
nan nan 0.000773384 -0.00123199 -0.00142674 -0.00130692 -0.00106521 -0.000792584 -0.000544299 -0.000340911 -0.000184871 -7.39064e-05 -6.33567e-06 1.82799e-05 -2.04281e-13 -6.02908e-05 -0.000159385 -0.000289754 -0.000437134 -0.000578438 -0.000681659 -0.000710192 -0.000633358 -0.000441583 -0.000158787 0.000158787 0.000441583 0.000633358 0.000710192 0.000681659 0.000578438 0.000437134 0.000289754 0.000159385 6.02908e-05 -1.95399e-13 -1.82799e-05 6.33567e-06 7.39064e-05 0.000184871 0.000340911 0.000544299 0.000792584 0.00106521 0.00130692 0.00142674 0.00123199 -0.000773384 nan nan 
nan -0.0119298 -0.00336819 -0.00166706 -0.00121974 -0.00100055 -0.0008024 -0.000602162 -0.000413696 -0.000249524 -0.000115833 -1.54872e-05 4.9259e-05 7.56314e-05 6.02908e-05 -2.04281e-13 -0.000106894 -0.000257813 -0.000441927 -0.000635328 -0.000797621 -0.000874488 -0.000811746 -0.000582016 -0.000212271 0.000212271 0.000582016 0.000811746 0.000874488 0.000797621 0.000635328 0.000441927 0.000257813 0.000106894 -1.96287e-13 -6.02908e-05 -7.56314e-05 -4.9259e-05 1.54872e-05 0.000115833 0.000249524 0.000413696 0.000602162 0.0008024 0.00100055 0.00121974 0.00166706 0.00336819 0.0119298 nan 
nan 0.00127025 -0.000649177 -0.000851625 -0.00078918 -0.000678566 -0.000547981 -0.000407199 -0.000267017 -0.000136866 -2.35421e-05 6.78775e-05 0.000132656 0.000165373 0.000159385 0.000106894 -2.03837e-13 -0.000166488 -0.000389522 -0.000649168 -0.000898748 -0.00106077 -0.00104167 -0.00077631 -0.000288458 0.000288458 0.00077631 0.00104167 0.00106077 0.000898748 0.000649168 0.000389522 0.000166488 -1.97176e-13 -0.000106894 -0.000159385 -0.000165373 -0.000132656 -6.78775e-05 2.35421e-05 0.000136866 0.000267017 0.000407199 0.000547981 0.000678566 0.00078918 0.000851625 0.000649177 -0.00127025 nan 
nan 0.00326537 0.000348197 -0.000305594 -0.000411951 -0.000382635 -0.000310935 -0.00022009 -0.000120232 -1.89477e-05 7.73436e-05 0.000162887 0.000231801 0.00027711 0.000289754 0.000257813 0.000166488 -2.03837e-13 -0.000252509 -0.000584468 -0.000951883 -0.00125307 -0.00133253 -0.00104729 -0.000397873 0.000397873 0.00104729 0.00133253 0.00125307 0.000951883 0.000584468 0.000252509 -1.98064e-13 -0.000166488 -0.000257813 -0.000289754 -0.00027711 -0.000231801 -0.000162887 -7.73436e-05 1.89477e-05 0.000120232 0.00022009 0.000310935 0.000382635 0.000411951 0.000305594 -0.000348197 -0.00326537 nan 
-0.0164728 -0.00369966 -0.000923303 -0.000311929 -0.000175915 -0.000135631 -0.0001009 -5.14847e-05 1.36662e-05 9.01505e-05 0.00017241 0.000254854 0.000331621 0.000395629 0.000437134 0.000441927 0.000389522 0.000252509 -2.03837e-13 -0.000389032 -0.000894561 -0.00140513 -0.00168003 -0.00142131 -0.000549676 0.000549676 0.00142131 0.00168003 0.00140513 0.000894561 0.000389032 -1.98064e-13 -0.000252509 -0.000389522 -0.000441927 -0.000437134 -0.000395629 -0.000331621 -0.000254854 -0.00017241 -9.01505e-05 -1.36662e-05 5.14847e-05 0.0001009 0.000135631 0.000175915 0.000311929 0.000923303 0.00369966 0.0164728 
-0.00126043 -0.00066413 -3.19149e-05 0.000152967 0.000150447 0.000110224 8.61967e-05 9.12035e-05 0.000123625 0.00017782 0.00024783 0.000328344 0.000414415 0.000500446 0.000578438 0.000635328 0.000649168 0.000584468 0.000389032 -2.03837e-13 -0.000622642 -0.00140739 -0.00203184 -0.00190761 -0.000718418 0.000718418 0.00190761 0.00203184 0.00140739 0.000622642 -1.98952e-13 -0.000389032 -0.000584468 -0.000649168 -0.000635328 -0.000578438 -0.000500446 -0.000414415 -0.000328344 -0.00024783 -0.00017782 -0.000123625 -9.12035e-05 -8.61967e-05 -0.000110224 -0.000150447 -0.000152967 3.19149e-05 0.00066413 0.00126043 
0.00495325 0.00233263 0.00130364 0.000801108 0.000509226 0.00033327 0.000235992 0.000196093 0.000198675 0.000232939 0.000291284 0.0003686 0.000461464 0.000567083 0.000681659 0.000797621 0.000898748 0.000951883 0.000894561 0.000622642 -2.03393e-13 -0.00104252 -0.00220403 -0.00241779 -0.000657637 0.000657637 0.00241779 0.00220403 0.00104252 -1.9984e-13 -0.000622642 -0.000894561 -0.000951883 -0.000898748 -0.000797621 -0.000681659 -0.000567083 -0.000461464 -0.0003686 -0.000291284 -0.000232939 -0.000198675 -0.000196093 -0.000235992 -0.00033327 -0.000509226 -0.000801108 -0.00130364 -0.00233263 -0.00495325 
0.00680613 0.00373403 0.00210912 0.00123447 0.000747069 0.000471418 0.000320581 0.000248535 0.000229217 0.000247276 0.000293771 0.000364008 0.000456311 0.000571157 0.000710192 0.000874488 0.00106077 0.00125307 0.00140513 0.00140739 0.00104252 -2.03837e-13 -0.00173615 -0.0025235 0.00109734 -0.00109734 0.0025235 0.00173615 -2.00728e-13 -0.00104252 -0.00140739 -0.00140513 -0.00125307 -0.00106077 -0.000874488 -0.000710192 -0.000571157 -0.000456311 -0.000364008 -0.000293771 -0.000247276 -0.000229217 -0.000248535 -0.000320581 -0.000471418 -0.000747069 -0.00123447 -0.00210912 -0.00373403 -0.00680613 
0.00623298 0.00368484 0.00216098 0.00127687 0.000768748 0.00047931 0.00031951 0.000239422 0.000210858 0.000217903 0.000251958 0.000309217 0.000389454 0.000495539 0.000633358 0.000811746 0.00104167 0.00133253 0.00168003 0.00203184 0.00220403 0.00173615 -2.03837e-13 -0.00108856 0.0126768 -0.0126768 0.00108856 -2.00728e-13 -0.00173615 -0.00220403 -0.00203184 -0.00168003 -0.00133253 -0.00104167 -0.000811746 -0.000633358 -0.000495539 -0.000389454 -0.000309217 -0.000251958 -0.000217903 -0.000210858 -0.000239422 -0.00031951 -0.00047931 -0.000768748 -0.00127687 -0.00216098 -0.00368484 -0.00623298 
0.00424345 0.00260878 0.00157043 0.000940338 0.000568278 0.000353313 0.000233343 0.000171818 0.000147702 0.000149176 0.000170043 0.000207843 0.00026302 0.000338791 0.000441583 0.000582016 0.00077631 0.00104729 0.00142131 0.00190761 0.00241779 0.0025235 0.00108856 -2.04281e-13 0.0812746 -0.0812746 -2.01617e-13 -0.00108856 -0.0025235 -0.00241779 -0.00190761 -0.00142131 -0.00104729 -0.00077631 -0.000582016 -0.000441583 -0.000338791 -0.00026302 -0.000207843 -0.000170043 -0.000149176 -0.000147702 -0.000171818 -0.000233343 -0.000353313 -0.000568278 -0.000940338 -0.00157043 -0.00260878 -0.00424345 
0.00149469 0.000934791 0.000569938 0.000343886 0.000208506 0.000129609 8.52939e-05 6.23346e-05 5.302e-05 5.30086e-05 6.00486e-05 7.32941e-05 9.30152e-05 0.000120595 0.000158787 0.000212271 0.000288458 0.000397873 0.000549676 0.000718418 0.000657637 -0.00109734 -0.0126768 -0.0812746 nan nan 0.0812746 0.0126768 0.00109734 -0.000657637 -0.000718418 -0.000549676 -0.000397873 -0.000288458 -0.000212271 -0.000158787 -0.000120595 -9.30152e-05 -7.32941e-05 -6.00486e-05 -5.30086e-05 -5.302e-05 -6.23346e-05 -8.52939e-05 -0.000129609 -0.000208506 -0.000343886 -0.000569938 -0.000934791 -0.00149469 
-0.00149469 -0.000934791 -0.000569938 -0.000343886 -0.000208506 -0.000129609 -8.52939e-05 -6.23346e-05 -5.302e-05 -5.30086e-05 -6.00486e-05 -7.32941e-05 -9.30152e-05 -0.000120595 -0.000158787 -0.000212271 -0.000288458 -0.000397873 -0.000549676 -0.000718418 -0.000657637 0.00109734 0.0126768 0.0812746 nan nan -0.0812746 -0.0126768 -0.00109734 0.000657637 0.000718418 0.000549676 0.000397873 0.000288458 0.000212271 0.000158787 0.000120595 9.30152e-05 7.32941e-05 6.00486e-05 5.30086e-05 5.302e-05 6.23346e-05 8.52939e-05 0.000129609 0.000208506 0.000343886 0.000569938 0.000934791 0.00149469 
-0.00424345 -0.00260878 -0.00157043 -0.000940338 -0.000568278 -0.000353313 -0.000233343 -0.000171818 -0.000147702 -0.000149176 -0.000170043 -0.000207843 -0.00026302 -0.000338791 -0.000441583 -0.000582016 -0.00077631 -0.00104729 -0.00142131 -0.00190761 -0.00241779 -0.0025235 -0.00108856 2.04725e-13 -0.0812746 0.0812746 2.02727e-13 0.00108856 0.0025235 0.00241779 0.00190761 0.00142131 0.00104729 0.00077631 0.000582016 0.000441583 0.000338791 0.00026302 0.000207843 0.000170043 0.000149176 0.000147702 0.000171818 0.000233343 0.000353313 0.000568278 0.000940338 0.00157043 0.00260878 0.00424345 
-0.00623298 -0.00368484 -0.00216098 -0.00127687 -0.000768748 -0.00047931 -0.00031951 -0.000239422 -0.000210858 -0.000217903 -0.000251958 -0.000309217 -0.000389454 -0.000495539 -0.000633358 -0.000811746 -0.00104167 -0.00133253 -0.00168003 -0.00203184 -0.00220403 -0.00173615 2.03837e-13 0.00108856 -0.0126768 0.0126768 -0.00108856 2.01505e-13 0.00173615 0.00220403 0.00203184 0.00168003 0.00133253 0.00104167 0.000811746 0.000633358 0.000495539 0.000389454 0.000309217 0.000251958 0.000217903 0.000210858 0.000239422 0.00031951 0.00047931 0.000768748 0.00127687 0.00216098 0.00368484 0.00623298 
-0.00680613 -0.00373403 -0.00210912 -0.00123447 -0.000747069 -0.000471418 -0.000320581 -0.000248535 -0.000229217 -0.000247276 -0.000293771 -0.000364008 -0.000456311 -0.000571157 -0.000710192 -0.000874488 -0.00106077 -0.00125307 -0.00140513 -0.00140739 -0.00104252 2.02949e-13 0.00173615 0.0025235 -0.00109734 0.00109734 -0.0025235 -0.00173615 2.00395e-13 0.00104252 0.00140739 0.00140513 0.00125307 0.00106077 0.000874488 0.000710192 0.000571157 0.000456311 0.000364008 0.000293771 0.000247276 0.000229217 0.000248535 0.000320581 0.000471418 0.000747069 0.00123447 0.00210912 0.00373403 0.00680613 
-0.00495325 -0.00233263 -0.00130364 -0.000801108 -0.000509226 -0.00033327 -0.000235992 -0.000196093 -0.000198675 -0.000232939 -0.000291284 -0.0003686 -0.000461464 -0.000567083 -0.000681659 -0.000797621 -0.000898748 -0.000951883 -0.000894561 -0.000622642 2.02061e-13 0.00104252 0.00220403 0.00241779 0.000657637 -0.000657637 -0.00241779 -0.00220403 -0.00104252 1.99396e-13 0.000622642 0.000894561 0.000951883 0.000898748 0.000797621 0.000681659 0.000567083 0.000461464 0.0003686 0.000291284 0.000232939 0.000198675 0.000196093 0.000235992 0.00033327 0.000509226 0.000801108 0.00130364 0.00233263 0.00495325 
0.00126043 0.00066413 3.19149e-05 -0.000152967 -0.000150447 -0.000110224 -8.61967e-05 -9.12035e-05 -0.000123625 -0.00017782 -0.00024783 -0.000328344 -0.000414415 -0.000500446 -0.000578438 -0.000635328 -0.000649168 -0.000584468 -0.000389032 2.01172e-13 0.000622642 0.00140739 0.00203184 0.00190761 0.000718418 -0.000718418 -0.00190761 -0.00203184 -0.00140739 -0.000622642 1.98508e-13 0.000389032 0.000584468 0.000649168 0.000635328 0.000578438 0.000500446 0.000414415 0.000328344 0.00024783 0.00017782 0.000123625 9.12035e-05 8.61967e-05 0.000110224 0.000150447 0.000152967 -3.19149e-05 -0.00066413 -0.00126043 
0.0164728 0.00369966 0.000923303 0.000311929 0.000175915 0.000135631 0.0001009 5.14847e-05 -1.36662e-05 -9.01505e-05 -0.00017241 -0.000254854 -0.000331621 -0.000395629 -0.000437134 -0.000441927 -0.000389522 -0.000252509 2.00284e-13 0.000389032 0.000894561 0.00140513 0.00168003 0.00142131 0.000549676 -0.000549676 -0.00142131 -0.00168003 -0.00140513 -0.000894561 -0.000389032 1.97731e-13 0.000252509 0.000389522 0.000441927 0.000437134 0.000395629 0.000331621 0.000254854 0.00017241 9.01505e-05 1.36662e-05 -5.14847e-05 -0.0001009 -0.000135631 -0.000175915 -0.000311929 -0.000923303 -0.00369966 -0.0164728 
nan -0.00326537 -0.000348197 0.000305594 0.000411951 0.000382635 0.000310935 0.00022009 0.000120232 1.89477e-05 -7.73436e-05 -0.000162887 -0.000231801 -0.00027711 -0.000289754 -0.000257813 -0.000166488 1.9984e-13 0.000252509 0.000584468 0.000951883 0.00125307 0.00133253 0.00104729 0.000397873 -0.000397873 -0.00104729 -0.00133253 -0.00125307 -0.000951883 -0.000584468 -0.000252509 1.96954e-13 0.000166488 0.000257813 0.000289754 0.00027711 0.000231801 0.000162887 7.73436e-05 -1.89477e-05 -0.000120232 -0.00022009 -0.000310935 -0.000382635 -0.000411951 -0.000305594 0.000348197 0.00326537 nan 
nan -0.00127025 0.000649177 0.000851625 0.00078918 0.000678566 0.000547981 0.000407199 0.000267017 0.000136866 2.35421e-05 -6.78775e-05 -0.000132656 -0.000165373 -0.000159385 -0.000106894 1.99396e-13 0.000166488 0.000389522 0.000649168 0.000898748 0.00106077 0.00104167 0.00077631 0.000288458 -0.000288458 -0.00077631 -0.00104167 -0.00106077 -0.000898748 -0.000649168 -0.000389522 -0.000166488 1.96287e-13 0.000106894 0.000159385 0.000165373 0.000132656 6.78775e-05 -2.35421e-05 -0.000136866 -0.000267017 -0.000407199 -0.000547981 -0.000678566 -0.00078918 -0.000851625 -0.000649177 0.00127025 nan 
nan 0.0119298 0.00336819 0.00166706 0.00121974 0.00100055 0.0008024 0.000602162 0.000413696 0.000249524 0.000115833 1.54872e-05 -4.9259e-05 -7.56314e-05 -6.02908e-05 1.98952e-13 0.000106894 0.000257813 0.000441927 0.000635328 0.000797621 0.000874488 0.000811746 0.000582016 0.000212271 -0.000212271 -0.000582016 -0.000811746 -0.000874488 -0.000797621 -0.000635328 -0.000441927 -0.000257813 -0.000106894 1.95732e-13 6.02908e-05 7.56314e-05 4.9259e-05 -1.54872e-05 -0.000115833 -0.000249524 -0.000413696 -0.000602162 -0.0008024 -0.00100055 -0.00121974 -0.00166706 -0.00336819 -0.0119298 nan 
nan nan -0.000773384 0.00123199 0.00142674 0.00130692 0.00106521 0.000792584 0.000544299 0.000340911 0.000184871 7.39064e-05 6.33567e-06 -1.82799e-05 1.98508e-13 6.02908e-05 0.000159385 0.000289754 0.000437134 0.000578438 0.000681659 0.000710192 0.000633358 0.000441583 0.000158787 -0.000158787 -0.000441583 -0.000633358 -0.000710192 -0.000681659 -0.000578438 -0.000437134 -0.000289754 -0.000159385 -6.02908e-05 1.95399e-13 1.82799e-05 -6.33567e-06 -7.39064e-05 -0.000184871 -0.000340911 -0.000544299 -0.000792584 -0.00106521 -0.00130692 -0.00142674 -0.00123199 0.000773384 nan nan 
nan nan 0.00952098 0.00261223 0.00195266 0.00174001 0.00136429 0.000964607 0.00063651 0.000391913 0.000216006 9.58672e-05 2.49316e-05 1.98064e-13 1.82799e-05 7.56314e-05 0.000165373 0.00027711 0.000395629 0.000500446 0.000567083 0.000571157 0.000495539 0.000338791 0.000120595 -0.000120595 -0.000338791 -0.000495539 -0.000571157 -0.000567083 -0.000500446 -0.000395629 -0.00027711 -0.000165373 -7.56314e-05 -1.82799e-05 1.95066e-13 -2.49316e-05 -9.58672e-05 -0.000216006 -0.000391913 -0.00063651 -0.000964607 -0.00136429 -0.00174001 -0.00195266 -0.00261223 -0.00952098 nan nan 
nan nan nan -0.00225629 0.00203506 0.00234025 0.00169169 0.00106972 0.000650124 0.000379179 0.000196065 7.25681e-05 1.9762e-13 -2.49316e-05 -6.33567e-06 4.9259e-05 0.000132656 0.000231801 0.000331621 0.000414415 0.000461464 0.000456311 0.000389454 0.00026302 9.30152e-05 -9.30152e-05 -0.00026302 -0.000389454 -0.000456311 -0.000461464 -0.000414415 -0.000331621 -0.000231801 -0.000132656 -4.9259e-05 6.33567e-06 2.49316e-05 1.94844e-13 -7.25681e-05 -0.000196065 -0.000379179 -0.000650124 -0.00106972 -0.00169169 -0.00234025 -0.00203506 0.00225629 nan nan nan 
nan nan nan 0.00812281 0.00610813 0.00389778 0.00199593 0.000975942 0.000518573 0.000281871 0.000119197 1.97176e-13 -7.25681e-05 -9.58672e-05 -7.39064e-05 -1.54872e-05 6.78775e-05 0.000162887 0.000254854 0.000328344 0.0003686 0.000364008 0.000309217 0.000207843 7.32941e-05 -7.32941e-05 -0.000207843 -0.000309217 -0.000364008 -0.0003686 -0.000328344 -0.000254854 -0.000162887 -6.78775e-05 1.54872e-05 7.39064e-05 9.58672e-05 7.25681e-05 1.94622e-13 -0.000119197 -0.000281871 -0.000518573 -0.000975942 -0.00199593 -0.00389778 -0.00610813 -0.00812281 nan nan nan 
nan nan nan nan 0.0103791 0.0051492 0.00142065 0.000321962 0.000168654 0.000112424 1.97176e-13 -0.000119197 -0.000196065 -0.000216006 -0.000184871 -0.000115833 -2.35421e-05 7.73436e-05 0.00017241 0.00024783 0.000291284 0.000293771 0.000251958 0.000170043 6.00486e-05 -6.00486e-05 -0.000170043 -0.000251958 -0.000293771 -0.000291284 -0.00024783 -0.00017241 -7.73436e-05 2.35421e-05 0.000115833 0.000184871 0.000216006 0.000196065 0.000119197 1.94622e-13 -0.000112424 -0.000168654 -0.000321962 -0.00142065 -0.0051492 -0.0103791 nan nan nan nan 
nan nan nan nan nan 0.00490083 -0.00178316 -0.00127583 -0.000276969 1.96732e-13 -0.000112424 -0.000281871 -0.000379179 -0.000391913 -0.000340911 -0.000249524 -0.000136866 -1.89477e-05 9.01505e-05 0.00017782 0.000232939 0.000247276 0.000217903 0.000149176 5.30086e-05 -5.30086e-05 -0.000149176 -0.000217903 -0.000247276 -0.000232939 -0.00017782 -9.01505e-05 1.89477e-05 0.000136866 0.000249524 0.000340911 0.000391913 0.000379179 0.000281871 0.000112424 1.94622e-13 0.000276969 0.00127583 0.00178316 -0.00490083 nan nan nan nan nan 
nan nan nan nan nan nan -0.0121789 -0.00336411 1.96732e-13 0.000276969 -0.000168654 -0.000518573 -0.000650124 -0.00063651 -0.000544299 -0.000413696 -0.000267017 -0.000120232 1.36662e-05 0.000123625 0.000198675 0.000229217 0.000210858 0.000147702 5.302e-05 -5.302e-05 -0.000147702 -0.000210858 -0.000229217 -0.000198675 -0.000123625 -1.36662e-05 0.000120232 0.000267017 0.000413696 0.000544299 0.00063651 0.000650124 0.000518573 0.000168654 -0.000276969 1.94622e-13 0.00336411 0.0121789 nan nan nan nan nan nan 
nan nan nan nan nan nan -0.00531971 1.96732e-13 0.00336411 0.00127583 -0.000321962 -0.000975942 -0.00106972 -0.000964607 -0.000792584 -0.000602162 -0.000407199 -0.00022009 -5.14847e-05 9.12035e-05 0.000196093 0.000248535 0.000239422 0.000171818 6.23346e-05 -6.23346e-05 -0.000171818 -0.000239422 -0.000248535 -0.000196093 -9.12035e-05 5.14847e-05 0.00022009 0.000407199 0.000602162 0.000792584 0.000964607 0.00106972 0.000975942 0.000321962 -0.00127583 -0.00336411 1.94733e-13 0.00531971 nan nan nan nan nan nan 
nan nan nan nan nan nan nan 0.00531971 0.0121789 0.00178316 -0.00142065 -0.00199593 -0.00169169 -0.00136429 -0.00106521 -0.0008024 -0.000547981 -0.000310935 -0.0001009 8.61967e-05 0.000235992 0.000320581 0.00031951 0.000233343 8.52939e-05 -8.52939e-05 -0.000233343 -0.00031951 -0.000320581 -0.000235992 -8.61967e-05 0.0001009 0.000310935 0.000547981 0.0008024 0.00106521 0.00136429 0.00169169 0.00199593 0.00142065 -0.00178316 -0.0121789 -0.00531971 nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan -0.00490083 -0.0051492 -0.00389778 -0.00234025 -0.00174001 -0.00130692 -0.00100055 -0.000678566 -0.000382635 -0.000135631 0.000110224 0.00033327 0.000471418 0.00047931 0.000353313 0.000129609 -0.000129609 -0.000353313 -0.00047931 -0.000471418 -0.00033327 -0.000110224 0.000135631 0.000382635 0.000678566 0.00100055 0.00130692 0.00174001 0.00234025 0.00389778 0.0051492 0.00490083 nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan -0.0103791 -0.00610813 -0.00203506 -0.00195266 -0.00142674 -0.00121974 -0.00078918 -0.000411951 -0.000175915 0.000150447 0.000509226 0.000747069 0.000768748 0.000568278 0.000208506 -0.000208506 -0.000568278 -0.000768748 -0.000747069 -0.000509226 -0.000150447 0.000175915 0.000411951 0.00078918 0.00121974 0.00142674 0.00195266 0.00203506 0.00610813 0.0103791 nan nan nan nan nan nan nan nan nan nan 
