nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.00227872 0.00220044 0.0016284 0.00107969 0.00110625 0.00114992 0.00109041 0.000990195 0.000881812 0.000779912 0.000685004 0.000596704 0.000515949 0.000444816 0.000384042 0.000331807 0.000285007 0.000240496 0.000195814 0.000149679 0.000102035 5.38646e-05 7.09174e-06 -3.5469e-05 -7.04318e-05 -9.44854e-05 -0.000105155 -0.000101411 -8.39812e-05 -5.53167e-05 -1.92922e-05 1.92922e-05 5.53167e-05 8.39812e-05 0.000101411 0.000105155 9.44854e-05 7.04318e-05 3.5469e-05 -7.09174e-06 -5.38646e-05 -0.000102035 -0.000149679 -0.000195814 -0.000240496 -0.000285007 -0.000331807 -0.000384042 -0.000444816 -0.000515949 -0.000596704 -0.000685004 -0.000779912 -0.000881812 -0.000990195 -0.00109041 -0.00114992 -0.00110625 -0.00107969 -0.0016284 -0.00220044 -0.00227872 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -0.00285843 -0.00643177 -0.00125527 0.000371556 0.000767544 0.000797004 0.000849381 0.000885554 0.000871846 0.00082292 0.000756557 0.0006845 0.000611944 0.000541491 0.000475042 0.000414163 0.000359476 0.000310307 0.000265143 0.000222271 0.000180295 0.000138469 9.68178e-05 5.6101e-05 1.7738e-05 -1.63217e-05 -4.386e-05 -6.2798e-05 -7.16536e-05 -6.99169e-05 -5.82519e-05 -3.8491e-05 -1.34427e-05 1.34427e-05 3.8491e-05 5.82519e-05 6.99169e-05 7.16536e-05 6.2798e-05 4.386e-05 1.63217e-05 -1.7738e-05 -5.6101e-05 -9.68178e-05 -0.000138469 -0.000180295 -0.000222271 -0.000265143 -0.000310307 -0.000359476 -0.000414163 -0.000475042 -0.000541491 -0.000611944 -0.0006845 -0.000756557 -0.00082292 -0.000871846 -0.000885554 -0.000849381 -0.000797004 -0.000767544 -0.000371556 0.00125527 0.00643177 0.00285843 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -0.000162779 -0.00164774 -0.00264626 -0.00123978 -0.000226449 0.000273321 0.000491551 0.000608888 0.000671263 0.000688717 0.000673325 0.000637265 0.000589882 0.000537098 0.00048262 0.00042893 0.000377706 0.000329798 0.000285224 0.000243418 0.000203592 0.000165069 0.000127525 9.10962e-05 5.64003e-05 2.44771e-05 -3.32659e-06 -2.55524e-05 -4.08963e-05 -4.8493e-05 -4.8149e-05 -4.0471e-05 -2.68631e-05 -9.39994e-06 9.39994e-06 2.68631e-05 4.0471e-05 4.8149e-05 4.8493e-05 4.08963e-05 2.55524e-05 3.32659e-06 -2.44771e-05 -5.64003e-05 -9.10962e-05 -0.000127525 -0.000165069 -0.000203592 -0.000243418 -0.000285224 -0.000329798 -0.000377706 -0.00042893 -0.00048262 -0.000537098 -0.000589882 -0.000637265 -0.000673325 -0.000688717 -0.000671263 -0.000608888 -0.000491551 -0.000273321 0.000226449 0.00123978 0.00264626 0.00164774 0.000162779 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000272903 -0.000259145 -0.000923416 -0.00126551 -0.000831045 -0.000310815 6.07518e-05 0.000287137 0.00042353 0.000502088 0.00053866 0.000544648 0.000529578 0.000500975 0.000464288 0.000423326 0.000380746 0.000338353 0.000297229 0.000257835 0.000220189 0.000184094 0.000149357 0.000115954 8.41244e-05 5.43948e-05 2.75424e-05 4.50709e-06 -1.37469e-05 -2.64062e-05 -3.29881e-05 -3.34869e-05 -2.8453e-05 -1.89887e-05 -6.6598e-06 6.6598e-06 1.89887e-05 2.8453e-05 3.34869e-05 3.29881e-05 2.64062e-05 1.37469e-05 -4.50709e-06 -2.75424e-05 -5.43948e-05 -8.41244e-05 -0.000115954 -0.000149357 -0.000184094 -0.000220189 -0.000257835 -0.000297229 -0.000338353 -0.000380746 -0.000423326 -0.000464288 -0.000500975 -0.000529578 -0.000544648 -0.00053866 -0.000502088 -0.00042353 -0.000287137 -6.07518e-05 0.000310815 0.000831045 0.00126551 0.000923416 0.000259145 -0.000272903 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan -2.13163e-13 1.24092e-05 -0.000223256 -0.000521214 -0.000661202 -0.000507985 -0.000246418 -6.51516e-06 0.000172862 0.000296182 0.0003751 0.000419417 0.000437293 0.000435718 0.000420479 0.000396113 0.000366044 0.000332799 0.000298185 0.000263411 0.000229203 0.000195933 0.000163777 0.000132857 0.000103357 7.55937e-05 5.00386e-05 2.72939e-05 8.03069e-06 -7.10582e-06 -1.76123e-05 -2.32421e-05 -2.40973e-05 -2.06754e-05 -1.38629e-05 -4.87147e-06 4.87147e-06 1.38629e-05 2.06754e-05 2.40973e-05 2.32421e-05 1.76123e-05 7.10581e-06 -8.0307e-06 -2.72939e-05 -5.00387e-05 -7.55937e-05 -0.000103357 -0.000132857 -0.000163777 -0.000195933 -0.000229203 -0.000263411 -0.000298185 -0.000332799 -0.000366044 -0.000396113 -0.000420479 -0.000435718 -0.000437293 -0.000419417 -0.0003751 -0.000296182 -0.000172862 6.51516e-06 0.000246418 0.000507985 0.000661202 0.000521214 0.000223256 -1.24092e-05 -1.87406e-13 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan -0.000272903 -1.24092e-05 -2.13607e-13 -0.000125052 -0.000276938 -0.00035003 -0.000293189 -0.000160255 -1.31359e-05 0.00011479 0.000213409 0.000282918 0.000326852 0.00034966 0.000355829 0.000349455 0.000334022 0.000312357 0.000286678 0.000258667 0.000229552 0.000200185 0.000171141 0.000142821 0.000115545 8.96352e-05 6.54629e-05 4.34658e-05 2.41331e-05 7.96238e-06 -4.60505e-06 -1.32603e-05 -1.79009e-05 -1.86874e-05 -1.6071e-05 -1.07835e-05 -3.79003e-06 3.79003e-06 1.07835e-05 1.6071e-05 1.86874e-05 1.79009e-05 1.32603e-05 4.60505e-06 -7.96238e-06 -2.41331e-05 -4.34658e-05 -6.54629e-05 -8.96352e-05 -0.000115545 -0.000142821 -0.000171141 -0.000200185 -0.000229552 -0.000258667 -0.000286678 -0.000312357 -0.000334022 -0.000349455 -0.000355829 -0.00034966 -0.000326852 -0.000282918 -0.000213409 -0.00011479 1.31359e-05 0.000160255 0.000293189 0.00035003 0.000276938 0.000125052 -1.88294e-13 1.24092e-05 0.000272903 nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan 0.000162779 0.000259145 0.000223256 0.000125052 -2.14051e-13 -0.000111424 -0.000168741 -0.000154413 -8.81855e-05 -4.47467e-07 8.61676e-05 0.000159918 0.000216515 0.000255654 0.000278943 0.000288803 0.00028785 0.000278565 0.000263131 0.000243378 0.000220786 0.000196514 0.000171449 0.000146263 0.000121481 9.75451e-05 7.48623e-05 5.38408e-05 3.48994e-05 1.84563e-05 4.89951e-06 -5.45738e-06 -1.24257e-05 -1.59892e-05 -1.6339e-05 -1.38875e-05 -9.25729e-06 -3.24386e-06 3.24386e-06 9.25729e-06 1.38875e-05 1.6339e-05 1.59892e-05 1.24257e-05 5.45738e-06 -4.89951e-06 -1.84563e-05 -3.48994e-05 -5.38408e-05 -7.48623e-05 -9.75451e-05 -0.000121481 -0.000146263 -0.000171449 -0.000196514 -0.000220786 -0.000243378 -0.000263131 -0.000278565 -0.00028785 -0.000288803 -0.000278943 -0.000255654 -0.000216515 -0.000159918 -8.61676e-05 4.47467e-07 8.81855e-05 0.000154413 0.000168741 0.000111424 -1.89182e-13 -0.000125052 -0.000223256 -0.000259145 -0.000162779 nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan 0.00285843 0.00164774 0.000923416 0.000521214 0.000276938 0.000111424 -2.14495e-13 -5.90598e-05 -6.74789e-05 -3.75457e-05 1.34703e-05 7.05456e-05 0.000123746 0.000167774 0.000200547 0.00022194 0.000232917 0.000234952 0.000229682 0.000218698 0.000203441 0.000185158 0.000164891 0.000143498 0.000121683 0.00010003 7.90485e-05 5.91979e-05 4.09103e-05 2.45949e-05 1.06282e-05 -6.68086e-07 -9.05777e-06 -1.44245e-05 -1.68026e-05 -1.63979e-05 -1.35936e-05 -8.93779e-06 -3.11257e-06 3.11257e-06 8.93779e-06 1.35936e-05 1.63979e-05 1.68026e-05 1.44245e-05 9.05777e-06 6.68086e-07 -1.06282e-05 -2.45949e-05 -4.09103e-05 -5.91979e-05 -7.90485e-05 -0.00010003 -0.000121683 -0.000143498 -0.000164891 -0.000185158 -0.000203441 -0.000218698 -0.000229682 -0.000234952 -0.000232917 -0.00022194 -0.000200547 -0.000167774 -0.000123746 -7.05456e-05 -1.34703e-05 3.75457e-05 6.74789e-05 5.90598e-05 -1.89182e-13 -0.000111424 -0.000276938 -0.000521214 -0.000923416 -0.00164774 -0.00285843 nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan 0.00643177 0.00264626 0.00126551 0.000661202 0.00035003 0.000168741 5.90598e-05 -2.14939e-13 -1.8856e-05 -7.92259e-06 2.14223e-05 5.89226e-05 9.69071e-05 0.000130487 0.000157058 0.000175641 0.000186309 0.000189748 0.000186956 0.000179039 0.000167091 0.000152131 0.000135067 0.000116697 9.77129e-05 7.87224e-05 6.02665e-05 4.28358e-05 2.68796e-05 1.28053e-05 9.68272e-07 -8.34583e-06 -1.49446e-05 -1.87529e-05 -1.98337e-05 -1.83999e-05 -1.48157e-05 -9.58256e-06 -3.31218e-06 3.31218e-06 9.58256e-06 1.48157e-05 1.83999e-05 1.98337e-05 1.87529e-05 1.49446e-05 8.34583e-06 -9.68272e-07 -1.28053e-05 -2.68796e-05 -4.28358e-05 -6.02665e-05 -7.87224e-05 -9.77129e-05 -0.000116697 -0.000135067 -0.000152131 -0.000167091 -0.000179039 -0.000186956 -0.000189748 -0.000186309 -0.000175641 -0.000157058 -0.000130487 -9.69071e-05 -5.89226e-05 -2.14223e-05 7.92259e-06 1.8856e-05 -1.9007e-13 -5.90598e-05 -0.000168741 -0.00035003 -0.000661202 -0.00126551 -0.00264626 -0.00643177 nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan -0.00227872 0.00125527 0.00123978 0.000831045 0.000507985 0.000293189 0.000154413 6.74789e-05 1.8856e-05 -2.15383e-13 3.33677e-06 2.12956e-05 4.69249e-05 7.46189e-05 0.000100397 0.000121791 0.000137542 0.000147269 0.000151177 0.000149819 0.000143939 0.00013435 0.000121871 0.000107281 9.1304e-05 7.4603e-05 5.77847e-05 4.14048e-05 2.59733e-05 1.19544e-05 -2.38522e-07 -1.02548e-05 -1.78233e-05 -2.27718e-05 -2.50456e-05 -2.47227e-05 -2.2021e-05 -1.72956e-05 -1.1025e-05 -3.7851e-06 3.7851e-06 1.1025e-05 1.72956e-05 2.2021e-05 2.47227e-05 2.50456e-05 2.27718e-05 1.78233e-05 1.02548e-05 2.38521e-07 -1.19544e-05 -2.59733e-05 -4.14048e-05 -5.77847e-05 -7.4603e-05 -9.13041e-05 -0.000107281 -0.000121871 -0.00013435 -0.000143939 -0.000149819 -0.000151177 -0.000147269 -0.000137542 -0.000121791 -0.000100397 -7.46189e-05 -4.69249e-05 -2.12956e-05 -3.33678e-06 -1.9007e-13 -1.8856e-05 -6.74789e-05 -0.000154413 -0.000293189 -0.000507985 -0.000831045 -0.00123978 -0.00125527 0.00227872 nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan -0.00452318 -0.00220044 -0.000371556 0.000226449 0.000310815 0.000246418 0.000160255 8.81855e-05 3.75457e-05 7.92259e-06 -3.33678e-06 -2.15383e-13 1.35545e-05 3.2953e-05 5.43762e-05 7.48665e-05 9.23909e-05 0.000105746 0.000114391 0.000118276 0.000117683 0.0001131 0.000105132 9.4434e-05 8.16733e-05 6.7503e-05 5.25508e-05 3.74133e-05 2.26533e-05 8.79601e-06 -3.67661e-06 -1.43366e-05 -2.2824e-05 -2.88647e-05 -3.22887e-05 -3.30471e-05 -3.12245e-05 -2.70438e-05 -2.08621e-05 -1.31554e-05 -4.49358e-06 4.49358e-06 1.31554e-05 2.08621e-05 2.70438e-05 3.12245e-05 3.30471e-05 3.22887e-05 2.88647e-05 2.2824e-05 1.43366e-05 3.67661e-06 -8.79601e-06 -2.26533e-05 -3.74133e-05 -5.25508e-05 -6.7503e-05 -8.16733e-05 -9.4434e-05 -0.000105132 -0.0001131 -0.000117683 -0.000118276 -0.000114391 -0.000105746 -9.23909e-05 -7.48665e-05 -5.43762e-05 -3.2953e-05 -1.35545e-05 -1.90958e-13 3.33677e-06 -7.92259e-06 -3.75457e-05 -8.81855e-05 -0.000160255 -0.000246418 -0.000310815 -0.000226449 0.000371556 0.00220044 0.00452318 nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan -0.00292547 -0.00246606 -0.0016284 -0.000767544 -0.000273321 -6.07518e-05 6.51516e-06 1.31359e-05 4.47466e-07 -1.34703e-05 -2.14223e-05 -2.12956e-05 -1.35545e-05 -2.15383e-13 1.70226e-05 3.51738e-05 5.24564e-05 6.7369e-05 7.89272e-05 8.66084e-05 9.02642e-05 9.0026e-05 8.62218e-05 7.9308e-05 6.98183e-05 5.83281e-05 4.54299e-05 3.17186e-05 1.77803e-05 4.18414e-06 -8.52671e-06 -1.98467e-05 -2.93227e-05 -3.65715e-05 -4.13e-05 -4.33254e-05 -4.25924e-05 -3.91861e-05 -3.33365e-05 -2.54131e-05 -1.59093e-05 -5.41546e-06 5.41546e-06 1.59093e-05 2.54131e-05 3.33365e-05 3.91861e-05 4.25924e-05 4.33254e-05 4.13e-05 3.65715e-05 2.93227e-05 1.98467e-05 8.52671e-06 -4.18414e-06 -1.77803e-05 -3.17186e-05 -4.54299e-05 -5.83281e-05 -6.98183e-05 -7.9308e-05 -8.62218e-05 -9.0026e-05 -9.02642e-05 -8.66084e-05 -7.89272e-05 -6.7369e-05 -5.24564e-05 -3.51738e-05 -1.70226e-05 -1.90958e-13 1.35545e-05 2.12956e-05 2.14223e-05 1.34703e-05 -4.47467e-07 -1.31359e-05 -6.51516e-06 6.07518e-05 0.000273321 0.000767544 0.0016284 0.00246606 0.00292547 nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan 0.00174235 -0.000787311 -0.00107969 -0.000797004 -0.000491551 -0.000287137 -0.000172862 -0.00011479 -8.61676e-05 -7.05456e-05 -5.89226e-05 -4.69249e-05 -3.2953e-05 -1.70226e-05 -2.15383e-13 1.69188e-05 3.25447e-05 4.58871e-05 5.62364e-05 6.31755e-05 6.65517e-05 6.64304e-05 6.30459e-05 5.67565e-05 4.80085e-05 3.73076e-05 2.51987e-05 1.22505e-05 -9.567e-07 -1.38427e-05 -2.58403e-05 -3.64106e-05 -4.50625e-05 -5.13743e-05 -5.50177e-05 -5.57818e-05 -5.35935e-05 -4.85328e-05 -4.08387e-05 -3.09042e-05 -1.92591e-05 -6.54154e-06 6.54154e-06 1.92591e-05 3.09042e-05 4.08387e-05 4.85328e-05 5.35935e-05 5.57818e-05 5.50177e-05 5.13743e-05 4.50625e-05 3.64106e-05 2.58403e-05 1.38427e-05 9.56699e-07 -1.22505e-05 -2.51987e-05 -3.73076e-05 -4.80085e-05 -5.67565e-05 -6.30459e-05 -6.64304e-05 -6.65517e-05 -6.31755e-05 -5.62364e-05 -4.58871e-05 -3.25447e-05 -1.69188e-05 -1.90958e-13 1.70226e-05 3.2953e-05 4.69249e-05 5.89226e-05 7.05456e-05 8.61676e-05 0.00011479 0.000172862 0.000287137 0.000491551 0.000797004 0.00107969 0.000787311 -0.00174235 nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan -0.00606577 -0.00197363 -0.00134617 -0.00110625 -0.000849381 -0.000608888 -0.00042353 -0.000296182 -0.000213409 -0.000159918 -0.000123746 -9.69071e-05 -7.46189e-05 -5.43762e-05 -3.51738e-05 -1.69188e-05 -2.15383e-13 1.50114e-05 2.75535e-05 3.71803e-05 4.36093e-05 4.67303e-05 4.65916e-05 4.33781e-05 3.7386e-05 2.90001e-05 1.86754e-05 6.92095e-06 -5.71196e-06 -1.86422e-05 -3.12712e-05 -4.29982e-05 -5.32386e-05 -6.1448e-05 -6.71483e-05 -6.99576e-05 -6.96198e-05 -6.6031e-05 -5.92591e-05 -4.95537e-05 -3.73422e-05 -2.32112e-05 -7.87421e-06 7.87421e-06 2.32112e-05 3.73422e-05 4.95537e-05 5.92591e-05 6.6031e-05 6.96198e-05 6.99576e-05 6.71483e-05 6.1448e-05 5.32386e-05 4.29982e-05 3.12712e-05 1.86422e-05 5.71196e-06 -6.92095e-06 -1.86754e-05 -2.90001e-05 -3.7386e-05 -4.33781e-05 -4.65916e-05 -4.67303e-05 -4.36093e-05 -3.71803e-05 -2.75535e-05 -1.50114e-05 -1.91847e-13 1.69188e-05 3.51738e-05 5.43762e-05 7.46189e-05 9.69071e-05 0.000123746 0.000159918 0.000213409 0.000296182 0.00042353 0.000608888 0.000849381 0.00110625 0.00134617 0.00197363 0.00606577 nan nan nan nan nan nan nan 
nan nan nan nan nan nan -0.00523173 -0.00378204 -0.00222476 -0.00151765 -0.00114992 -0.000885554 -0.000671263 -0.000502088 -0.0003751 -0.000282918 -0.000216515 -0.000167774 -0.000130487 -0.000100397 -7.48665e-05 -5.24564e-05 -3.25447e-05 -1.50114e-05 -2.15383e-13 1.225e-05 2.15101e-05 2.76248e-05 3.05397e-05 3.03095e-05 2.70941e-05 2.11496e-05 1.28173e-05 2.51405e-06 -9.27692e-06 -2.20147e-05 -3.51102e-05 -4.79378e-05 -5.9852e-05 -7.0208e-05 -7.83894e-05 -8.38408e-05 -8.61044e-05 -8.48577e-05 -7.99492e-05 -7.14252e-05 -5.95458e-05 -4.47836e-05 -2.7804e-05 -9.4271e-06 9.4271e-06 2.7804e-05 4.47836e-05 5.95458e-05 7.14252e-05 7.99492e-05 8.48577e-05 8.61044e-05 8.38408e-05 7.83894e-05 7.0208e-05 5.9852e-05 4.79378e-05 3.51102e-05 2.20147e-05 9.27692e-06 -2.51405e-06 -1.28173e-05 -2.11496e-05 -2.70941e-05 -3.03095e-05 -3.05397e-05 -2.76248e-05 -2.15101e-05 -1.225e-05 -1.92735e-13 1.50114e-05 3.25447e-05 5.24564e-05 7.48665e-05 0.000100397 0.000130487 0.000167774 0.000216515 0.000282918 0.0003751 0.000502088 0.000671263 0.000885554 0.00114992 0.00151765 0.00222476 0.00378204 0.00523173 nan nan nan nan nan nan 
