0 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.0099999998 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.062531315 0.062493742 0.062454857 0.062415078 0.062374789 0.062334348 0.062294051 0.062254142 0.062214796 0.062176131 0.0621382 0.062101025 0.062064584 0.06202884 0.061993737 0.061959226 0.06192527 0.061891846 0.061858967 0.06182668 0.061795089 0.061764359 0.061734725 0.061706506 0.061680131 0.061656129 0.061635137 0.061617903 0.061605264 0.061598118 0.061597399 0.061603997 0.061618716 0.061642192 0.06167483 0.061716743 0.061767686 0.061827049 0.061893862 0.061966799 0.06204427 0.062831856 
0.02 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.12451511 0.12436859 0.12421747 0.12406341 0.12390801 0.12375269 0.1235987 0.12344703 0.12329841 0.12315334 0.12301209 0.12287475 0.12274129 0.12261158 0.12248546 0.12236274 0.12224331 0.12212711 0.12201419 0.12190475 0.12179916 0.12169802 0.12160219 0.12151282 0.12143141 0.1213598 0.12130022 0.12125522 0.12122765 0.12122054 0.12123694 0.12127976 0.12135155 0.12145421 0.12158882 0.12175538 0.12195273 0.12217836 0.12242855 0.12269844 0.12298226 0.12566371 
0.029999999 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.18599074 0.18567385 0.18534864 0.185019 0.18468857 0.18436071 0.18403825 0.18372349 0.18341815 0.18312341 0.18283994 0.18256804 0.18230765 0.18205856 0.18182042 0.18159288 0.18137565 0.1811686 0.18097179 0.18078552 0.18061048 0.18044771 0.18029878 0.18016574 0.18005127 0.17995867 0.17989185 0.1798553 0.17985387 0.17989273 0.17997696 0.18011121 0.18029939 0.18054412 0.18084644 0.18120539 0.1816178 0.18207824 0.18257904 0.18311064 0.18366201 0.18849556 
0.039999999 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.24701665 0.24648245 0.24593796 0.24539025 0.24484605 0.24431136 0.24379133 0.24329008 0.24281071 0.2423553 0.24192508 0.24152049 0.24114144 0.24078746 0.24045783 0.24015181 0.23986867 0.23960792 0.2393693 0.23915297 0.23895952 0.23879011 0.23864655 0.23853135 0.23844783 0.23840009 0.23839299 0.23843209 0.23852341 0.23867312 0.23888721 0.23917092 0.2395283 0.23996153 0.24047056 0.24105254 0.24170166 0.24240914 0.24316333 0.24395031 0.24475442 0.25132743 
0.050000001 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.30766585 0.30688465 0.30609518 0.30530879 0.30453598 0.30378619 0.30306739 0.30238587 0.30174622 0.30115148 0.30060324 0.30010185 0.29964676 0.2992368 0.29887038 0.29854569 0.29826105 0.29801488 0.29780599 0.29763362 0.29749754 0.29739824 0.29733691 0.29731566 0.29733744 0.29740617 0.29752654 0.29770401 0.29794452 0.29825407 0.29863831 0.29910201 0.29964831 0.30027828 0.30099019 0.30177924 0.30263728 0.30355281 0.3045114 0.30549619 0.30648875 0.31415927 
0.059999999 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.3680205 0.36698079 0.36594087 0.36491695 0.36392412 0.3629756 0.36208227 0.36125264 0.36049256 0.35980552 0.35919294 0.35865438 0.358188 0.35779101 0.35746002 0.35719126 0.35698101 0.35682574 0.35672227 0.356668 0.35666099 0.35670009 0.35678509 0.35691676 0.35709682 0.35732818 0.35761458 0.35796064 0.3583715 0.35885236 0.35940811 0.36004263 0.36075819 0.36155474 0.36242947 0.36337629 0.36438581 0.36544523 0.36653882 0.36764872 0.36875552 0.37699112 
0.07 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.42816648 0.42687416 0.4255968 0.42435607 0.42317173 0.42206073 0.42103666 0.42010957 0.41928592 0.41856873 0.41795811 0.41745165 0.41704515 0.41673291 0.4165085 0.41636506 0.41629577 0.41629404 0.41635391 0.41647011 0.41663831 0.41685519 0.41711855 0.41742754 0.41778246 0.41818491 0.41863775 0.41914469 0.41971019 0.42033899 0.42103547 0.42180318 0.42264408 0.42355788 0.42454147 0.4255887 0.42668992 0.42783231 0.4290002 0.43017575 0.43133986 0.43982297 
0.079999998 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.48818836 0.48666435 0.48517796 0.48375633 0.48242357 0.48119974 0.48010033 0.47913587 0.47831208 0.47763026 0.4770878 0.47667894 0.47639561 0.47622803 0.47616559 0.47619727 0.47631234 0.47650057 0.47675267 0.47706053 0.47741723 0.47781742 0.47825721 0.47873434 0.4792482 0.47979969 0.48039123 0.48102638 0.48170966 0.4824459 0.48323989 0.48409545 0.48501503 0.48599884 0.4870443 0.48814571 0.48929402 0.49047694 0.49167934 0.49288392 0.49407217 0.50265485 
0.090000004 0.99969524 0 -0.0012655942 -0.0021514057 -0.0027130458 -0.0029906027 -0.003014781 -0.0028105646 -0.0023994078 -0.0018005322 -0.0010316684 -0.00010946485 0.00095028535 0.0021325492 0.0034230042 0.0048080292 0.0062747016 0.0078108096 0.0094048483 0.011046024 0.012724244 0.014430108 0.016154911 0.017890673 0.019630179 0.021367073 0.023095995 0.024812734 0.026514415 0.028199684 0.02986888 0.031524185 0.033169765 0.034811858 0.03645898 0.038122151 0.039815344 0.041556168 0.043366961 0.045276392 0.047321811 0.049552526 0.54816502 0.54644191 0.5447861 0.54322952 0.54179978 0.540519 0.53940314 0.53846174 0.53769839 0.53711098 0.53669268 0.53643304 0.5363189 0.53633541 0.53646696 0.53669804 0.53701359 0.53739977 0.5378443 0.53833652 0.53886753 0.53943074 0.54002118 0.5406363 0.5412752 0.54193914 0.54263091 0.54335463 0.54411566 0.54491961 0.54577214 0.54667795 0.54764032 0.54866034 0.5497362 0.55086285 0.55203205 0.55323195 0.55444813 0.5556637 0.55686063 0.56548667 
