0.88 0.87064064 0.87064064 0 
1.0624 0.82314736 0.82314736 0 
1.2448 0.77859604 0.77859604 0 
1.4272 0.74419153 0.74419153 0 
1.6095999 0.71893382 0.71893382 0 
1.7920001 0.70116591 0.70116591 0 
1.9744 0.68931669 0.68931669 0 
2.1568 0.68185544 0.68185544 0 
2.3392 0.67739296 0.67739296 0 
2.5216 0.67497325 0.67497325 0 
2.704 0.67371106 0.67371106 0 
2.8864 0.67309797 0.67309797 0 
3.0688 0.67282045 0.67282045 0 
3.2512 0.67270339 0.67270339 0 
3.4335999 0.67270339 0.67270339 0 
3.6159999 0.67264038 0.67264038 0 
3.7983999 0.67264038 0.67264038 0 
3.9807999 0.67264038 0.67264038 0 
4.1631999 0.67264038 0.67264038 0 
4.3456001 0.67264038 0.67264038 0 
4.5279999 0.67264038 0.67264038 0 
4.7104001 0.67264038 0.67264038 0 
4.8927999 0.67264038 0.67264038 0 
5.0752001 0.67264038 0.67264038 0 
5.2575998 0.67264038 0.67264038 0 
5.4400001 0.67264038 0.67264038 0 
5.6223998 0.67264038 0.67264038 0 
5.8048 0.67264038 0.67264038 0 
5.9871998 0.67264038 0.67264038 0 
6.1696 0.67264038 0.67264038 0 
6.3520002 0.67264038 0.67264038 0 
6.5344 0.67264038 0.67264038 0 
6.7168002 0.67264038 0.67264038 0 
6.8992 0.67264038 0.67264038 0 
7.0816002 0.67264038 0.67264038 0 
7.2639999 0.67264038 0.67264038 0 
7.4464002 0.67264038 0.67264038 0 
7.6287999 0.67264038 0.67264038 0 
7.8112001 0.67264038 0.67264038 0 
7.9935999 0.67264038 0.67264038 0 
8.1759996 0.67264038 0.67264038 0 
8.3584003 0.67264038 0.67264038 0 
8.5408001 0.67264038 0.67264038 0 
8.7231998 0.67264038 0.67264038 0 
8.9055996 0.67264038 0.67264038 0 
9.0880003 0.67264038 0.67264038 0 
9.2704 0.67264038 0.67264038 0 
9.4527998 0.67264038 0.67264038 0 
9.6351995 0.67264038 0.67264038 0 
9.8176003 0.67264038 0.67264038 0 
10 0.67264038 0.67264038 0 
