3 -6.08521
4 -6.04478
5 -5.99067
6 -5.93175
7 -5.87151
8 -5.81155
9 -5.75263
10 -5.69516
11 -5.63934
12 -5.58527
13 -5.53297
14 -5.48247
15 -5.43373
16 -5.38675
17 -5.34149
18 -5.29792
19 -5.25601
20 -5.21573
21 -5.17706
22 -5.13995
23 -5.1044
24 -5.07036
25 -5.03783
26 -5.00677
27 -4.97717
28 -4.94901
29 -4.92227
30 -4.89693
31 -4.87297
32 -4.85038
33 -4.82915
34 -4.80925
35 -4.79069
36 -4.77343
37 -4.75747
38 -4.74279
39 -4.72938
40 -4.71723
41 -4.70633
42 -4.69666
43 -4.68821
44 -4.68097
45 -4.67492
46 -4.67006
47 -4.66635
48 -4.66375
49 -4.66211
50 -4.66086
