2 -28.9223
3 -28.718
4 -28.5194
5 -28.3311
6 -28.1527
7 -27.9829
8 -27.8202
9 -27.6637
10 -27.5126
11 -27.3661
12 -27.2236
13 -27.0847
14 -26.9491
15 -26.8163
16 -26.6862
17 -26.5584
18 -26.4329
19 -26.3093
20 -26.1876
21 -26.0676
22 -25.9493
23 -25.8324
24 -25.717
25 -25.6029
26 -25.4901
27 -25.3784
28 -25.2679
29 -25.1586
30 -25.0502
31 -24.9429
32 -24.8366
33 -24.7312
34 -24.6268
35 -24.5232
36 -24.4205
37 -24.3187
38 -24.2177
39 -24.1176
40 -24.0183
41 -23.9198
42 -23.8222
43 -23.7253
44 -23.6293
45 -23.5341
46 -23.4397
47 -23.3462
48 -23.2535
49 -23.1617
50 -23.0707
51 -22.9806
52 -22.8915
53 -22.8032
54 -22.7159
55 -22.6295
56 -22.5442
57 -22.4599
58 -22.3766
59 -22.2944
60 -22.2133
61 -22.1334
62 -22.0546
63 -21.9771
64 -21.9008
65 -21.8259
66 -21.7523
67 -21.6801
68 -21.6094
69 -21.5402
70 -21.4725
71 -21.4064
72 -21.3419
73 -21.2792
74 -21.2182
75 -21.1591
76 -21.1017
77 -21.0464
78 -20.9929
79 -20.9415
80 -20.8922
81 -20.845
82 -20.8
83 -20.7572
84 -20.7167
85 -20.6785
86 -20.6426
87 -20.6092
88 -20.5782
89 -20.5496
90 -20.5235
91 -20.5
92 -20.479
93 -20.4605
94 -20.4446
95 -20.4313
96 -20.4205
97 -20.4124
98 -20.4066
99 -20.4031
100 -20.4006
