3 -7.17985
4 -7.13863
5 -7.08318
6 -7.02241
7 -6.95983
8 -6.89703
9 -6.83478
10 -6.77347
11 -6.71329
12 -6.65433
13 -6.59662
14 -6.54016
15 -6.48491
16 -6.43086
17 -6.37796
18 -6.32618
19 -6.27548
20 -6.22583
21 -6.17718
22 -6.12951
23 -6.08278
24 -6.03696
25 -5.99204
26 -5.94798
27 -5.90476
28 -5.86235
29 -5.82075
30 -5.77993
31 -5.73987
32 -5.70056
33 -5.66198
34 -5.62413
35 -5.58698
36 -5.55054
37 -5.51478
38 -5.47969
39 -5.44528
40 -5.41153
41 -5.37843
42 -5.34597
43 -5.31416
44 -5.28297
45 -5.25242
46 -5.22249
47 -5.19317
48 -5.16448
49 -5.13639
50 -5.1089
51 -5.08202
52 -5.05574
53 -5.03005
54 -5.00495
55 -4.98045
56 -4.95653
57 -4.9332
58 -4.91045
59 -4.88828
60 -4.86669
61 -4.84568
62 -4.82524
63 -4.80537
64 -4.78608
65 -4.76735
66 -4.74919
67 -4.7316
68 -4.71457
69 -4.69811
70 -4.6822
71 -4.66685
72 -4.65206
73 -4.63782
74 -4.62414
75 -4.61101
76 -4.59843
77 -4.58639
78 -4.5749
79 -4.56395
80 -4.55355
81 -4.54368
82 -4.53435
83 -4.52556
84 -4.51729
85 -4.50956
86 -4.50236
87 -4.49568
88 -4.48952
89 -4.48388
90 -4.47876
91 -4.47416
92 -4.47007
93 -4.46649
94 -4.46342
95 -4.46085
96 -4.45878
97 -4.4572
98 -4.4561
99 -4.45541
100 -4.45489
