nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0200311 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0332667 0.0249537 0.0209701 0.018988 0.0180998 0.0178829 0.0181025 0.018606 0.0192802 0.0200311 0.020773 0.0214203 0.0218795 0.0220384 0.0217461 0.0207703 0.0186924 0.0146133 0.00622461 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0323477 0.0242022 0.0207017 0.0198707 0.0212524 0.0254674 0.023807 0.0217702 0.0203077 0.019449 0.0190687 0.0190387 0.0192503 0.0196114 0.0200401 0.0204597 0.0207933 0.0209597 0.0208675 0.0204093 0.0194586 0.0178922 0.0157403 0.0139482 0.0179752 0.0191746 0.0181672 0.0145062 0.00624233 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0342454 0.0266563 0.024554 0.0268971 0.0247143 0.0228406 0.0221065 0.0224984 0.0235425 0.0230368 0.0219961 0.0210241 0.02032 0.0199043 0.0197334 0.0197454 0.0198751 0.0200584 0.0202322 0.0203334 0.0202983 0.0200624 0.0195646 0.0187625 0.0176771 0.0165074 0.0158535 0.0167238 0.0169328 0.0160125 0.0139519 0.0115746 0.0136637 0.0113502 0.00361437 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0350431 0.0289061 0.0298285 0.0275396 0.0261556 0.0259719 0.0249175 0.0238404 0.0232166 0.0230925 0.0231673 0.0228017 0.0221536 0.0214725 0.0209029 0.0204952 0.0202453 0.0201227 0.0200853 0.0200863 0.0200772 0.0200098 0.0198376 0.019519 0.0190241 0.0183496 0.0175463 0.0167585 0.0162349 0.0161333 0.0158199 0.0149978 0.013714 0.0124411 0.0120194 0.0104026 0.0078844 0.00852882 0.00220875 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.033449 0.0280734 0.0302834 0.0290881 0.028623 0.0275183 0.0265573 0.0259176 0.0251435 0.0243872 0.0238273 0.023488 0.0232326 0.0228492 0.0223443 0.0218096 0.0213241 0.0209283 0.0206299 0.020415 0.0202573 0.0201241 0.0199804 0.0197909 0.0195233 0.0191518 0.0186631 0.0180654 0.0173997 0.0167453 0.0161943 0.0157542 0.0152156 0.0144443 0.0134652 0.0124563 0.0115697 0.010356 0.008992 0.00825185 0.00678536 0.00866809 0.00308083 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0311408 0.0262176 0.0290957 0.028586 0.0289289 0.0285404 0.028057 0.0273538 0.0266379 0.0259979 0.0253519 0.0247378 0.0242178 0.0237998 0.023426 0.0230184 0.0225648 0.0220977 0.0216558 0.0212643 0.0209312 0.0206501 0.0204046 0.0201727 0.0199294 0.01965 0.0193128 0.0189017 0.0184109 0.017849 0.0172418 0.0166286 0.0160427 0.0154733 0.0148439 0.0140984 0.0132458 0.012349 0.0114468 0.0104595 0.00947564 0.0087009 0.00801294 0.0080399 0.00722252 0.0097326 0.00457467 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0292846 0.0245027 0.0275479 0.0273459 0.02813 0.0282463 0.0283059 0.0280878 0.027711 0.0272021 0.0266429 0.0260847 0.0255287 0.0249946 0.0245067 0.0240676 0.0236536 0.0232337 0.022799 0.0223608 0.0219372 0.021542 0.0211807 0.0208497 0.0205386 0.0202325 0.0199143 0.019567 0.019176 0.0187312 0.0182298 0.0176777 0.0170896 0.0164844 0.0158745 0.0152521 0.0145878 0.0138593 0.0130705 0.0122467 0.0114088 0.0105593 0.00974998 0.00906294 0.00852546 0.00825573 0.00803696 0.00847104 0.00793289 0.0105803 0.00554867 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0297006 0.0243586 0.0267935 0.026401 0.0272021 0.0274886 0.0278321 0.0279636 0.0279608 0.0277943 0.0274975 0.0271009 0.0266472 0.0261694 0.0256838 0.0252055 0.024747 0.0243106 0.0238871 0.0234642 0.023037 0.0226096 0.0221902 0.0217861 0.0213999 0.0210294 0.0206675 0.0203044 0.0199283 0.0195278 0.0190929 0.0186172 0.0180992 0.0175422 0.0169542 0.0163446 0.0157186 0.0150726 0.0143958 0.0136803 0.0129299 0.0121583 0.0113821 0.0106186 0.00990183 0.00927519 0.00877004 0.00842035 0.00819842 0.00818136 0.00810578 0.00853385 0.00779 0.00981745 0.00422931 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.0311304 0.0290282 0.0270576 0.0271299 0.0271061 0.027371 0.0275747 0.0277462 0.0278157 0.0277795 0.0276313 0.0273839 0.0270572 0.026676 0.0262624 0.0258319 0.0253968 0.0249656 0.024541 0.0241205 0.0236993 0.0232754 0.0228505 0.0224283 0.0220123 0.0216036 0.0212004 0.0207979 0.0203893 0.0199669 0.0195227 0.0190503 0.0185456 0.0180073 0.0174374 0.0168403 0.016221 0.0155823 0.0149237 0.014242 0.013536 0.0128102 0.0120744 0.0113422 0.0106308 0.00996331 0.00936568 0.00885892 0.00845699 0.00815478 0.00794997 0.00777485 0.00765902 0.00726015 0.00695698 0.00465568 0.00223051 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
