nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.03394 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.863075 0.87457 0.890487 0.908517 0.927772 0.947846 0.968517 0.989643 1.01114 1.03297 1.05428 1.07571 1.09708 1.1182 1.13889 1.15884 1.17759 1.19414 1.20603 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.759382 0.770419 0.786228 0.804916 0.826128 0.850664 0.869258 0.887519 0.906458 0.926135 0.946443 0.967262 0.988485 1.01001 1.03173 1.05336 1.07499 1.09652 1.11784 1.13881 1.15923 1.17894 1.1979 1.217 1.24176 1.26373 1.28337 1.30006 1.31167 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.697351 0.708602 0.725574 0.747424 0.764753 0.7825 0.80158 0.822044 0.843451 0.863453 0.883043 0.902839 0.923057 0.943727 0.964807 0.986233 1.00792 1.02978 1.05167 1.07357 1.09539 1.11705 1.13846 1.15952 1.18022 1.20071 1.22155 1.24379 1.26528 1.28546 1.30424 1.32236 1.34466 1.36232 1.37408 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.652652 0.665176 0.685182 0.701999 0.719882 0.739211 0.757836 0.776612 0.79605 0.816231 0.836861 0.857257 0.877552 0.897994 0.918727 0.939804 0.961219 0.982932 1.00488 1.027 1.04921 1.07144 1.09364 1.11573 1.13766 1.15938 1.18091 1.20235 1.22393 1.2458 1.26733 1.28815 1.30826 1.32809 1.34848 1.36735 1.38491 1.40522 1.41815 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.605365 0.618275 0.639222 0.656847 0.675412 0.693502 0.711928 0.7309 0.749956 0.76925 0.788978 0.809178 0.829718 0.850369 0.871123 0.892063 0.913263 0.934759 0.956551 0.978614 1.0009 1.02337 1.04594 1.06858 1.09121 1.1138 1.13628 1.15865 1.18089 1.20307 1.22523 1.24738 1.26928 1.29074 1.31176 1.33247 1.353 1.37287 1.3922 1.41176 1.43017 1.45151 1.46493 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.557584 0.570456 0.591553 0.609401 0.62835 0.646771 0.665316 0.683861 0.702623 0.721708 0.741039 0.76066 0.780643 0.801002 0.821683 0.842599 0.863728 0.885094 0.906727 0.928644 0.950843 0.973302 0.995988 1.01886 1.04186 1.06495 1.08807 1.11119 1.13426 1.15725 1.18017 1.20301 1.22578 1.24843 1.27087 1.29299 1.31477 1.33623 1.35738 1.37811 1.39846 1.41863 1.43847 1.4586 1.47744 1.49919 1.51274 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.51069 0.523151 0.543809 0.561398 0.580231 0.598629 0.617219 0.635777 0.65443 0.673209 0.692206 0.711481 0.731046 0.750926 0.771152 0.791731 0.812641 0.833845 0.855328 0.877091 0.899143 0.921487 0.944115 0.967007 0.990134 1.01346 1.03694 1.06053 1.08419 1.10787 1.13155 1.15518 1.17876 1.20226 1.22567 1.24894 1.272 1.2948 1.31731 1.33951 1.36139 1.38292 1.40412 1.42504 1.44569 1.46618 1.48627 1.50656 1.52539 1.54698 1.56027 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.466534 0.477882 0.497322 0.514113 0.532342 0.550295 0.568562 0.58688 0.605336 0.623907 0.642635 0.661559 0.680729 0.70019 0.719964 0.740075 0.760541 0.781367 0.802544 0.824056 0.845892 0.868047 0.890518 0.913299 0.936378 0.959734 0.983341 1.00716 1.03116 1.0553 1.07953 1.10382 1.12813 1.15242 1.17668 1.20086 1.22494 1.24888 1.27263 1.29615 1.31939 1.34234 1.36497 1.38728 1.40926 1.43093 1.4523 1.47338 1.49412 1.5146 1.53452 1.55445 1.57266 1.59316 1.60535 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0.43979 0.454269 0.468933 0.485824 0.502829 0.520362 0.538091 0.55606 0.574215 0.592562 0.611107 0.629874 0.648892 0.668197 0.68782 0.707786 0.728114 0.748817 0.769902 0.791366 0.813201 0.835397 0.857948 0.880846 0.90408 0.927633 0.951483 0.975604 0.999963 1.02452 1.04924 1.07409 1.09902 1.12399 1.14897 1.17393 1.19882 1.22361 1.24827 1.27275 1.297 1.321 1.34472 1.36812 1.3912 1.41394 1.43635 1.45841 1.48013 1.50146 1.5224 1.54285 1.56283 1.58197 1.60063 1.61662 1.63177 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
