1 -0.364718
2 -0.213801
3 -0.148222
4 -0.113536
5 -0.0922396
6 -0.0777943
7 -0.0673251
8 -0.0593788
9 -0.0531385
10 -0.0481076
11 -0.0439662
12 -0.0404984
13 -0.037553
14 -0.0350211
15 -0.0328222
16 -0.0308954
17 -0.0291938
18 -0.0276807
19 -0.0263271
20 -0.0251095
21 -0.0240089
22 -0.0230096
23 -0.0220988
24 -0.0212655
25 -0.0205007
26 -0.0197965
27 -0.0191464
28 -0.0185447
29 -0.0179864
30 -0.0174673
31 -0.0169837
32 -0.0165323
33 -0.0161102
34 -0.0157149
35 -0.0153441
36 -0.0149958
37 -0.0146683
38 -0.0143599
39 -0.0140692
40 -0.0137948
41 -0.0135357
42 -0.0132908
43 -0.013059
44 -0.0128395
45 -0.0126315
46 -0.0124344
47 -0.0122473
48 -0.0120697
49 -0.011901
50 -0.0117408
51 -0.0115885
52 -0.0114437
53 -0.0113059
54 -0.0111749
55 -0.0110502
56 -0.0109315
57 -0.0108186
58 -0.0107111
59 -0.0106088
60 -0.0105114
61 -0.0104187
62 -0.0103304
63 -0.0102465
64 -0.0101667
65 -0.0100907
66 -0.0100186
67 -0.00994998
68 -0.00988484
69 -0.009823
70 -0.00976434
71 -0.00970873
72 -0.00965605
73 -0.0096062
74 -0.00955906
75 -0.00951455
76 -0.00947256
77 -0.00943301
78 -0.00939581
79 -0.00936088
80 -0.00932815
81 -0.00929754
82 -0.00926899
83 -0.00924243
84 -0.00921779
85 -0.00919502
86 -0.00917406
87 -0.00915486
88 -0.00913736
89 -0.00912151
90 -0.00910728
91 -0.00909461
92 -0.00908346
93 -0.0090738
94 -0.00906558
95 -0.00905878
96 -0.00905337
97 -0.00904931
98 -0.00904659
99 -0.00904515
100 -0.00904484
