nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2628 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2579 -10.2601 -10.2613 -10.2621 -10.2627 -10.2631 -10.2634 -10.2636 -10.2638 -10.264 -10.2641 -10.2641 -10.2642 -10.2641 -10.2641 -10.264 -10.2639 -10.2637 -10.2635 -10.2632 -10.2632 -10.263 -10.2629 -10.2627 -10.2625 -10.2623 -10.2621 -10.2618 -10.2616 -10.2614 -10.2613 -10.2612 -10.2611 -10.2611 -10.2612 -10.2615 -10.262 -10.2631 -10.2652 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2578 -10.26 -10.2612 -10.2619 -10.2624 -10.2626 -10.2626 -10.2624 -10.2619 -10.2606 -10.2611 -10.2617 -10.2623 -10.2628 -10.2632 -10.2635 -10.2638 -10.264 -10.2642 -10.2643 -10.2644 -10.2644 -10.2644 -10.2644 -10.2643 -10.2642 -10.2641 -10.264 -10.2638 -10.2637 -10.2635 -10.2634 -10.2632 -10.263 -10.2628 -10.2626 -10.2624 -10.2622 -10.2621 -10.2619 -10.2618 -10.2618 -10.2617 -10.2618 -10.262 -10.2624 -10.2629 -10.2632 -10.2622 -10.2615 -10.2611 -10.2608 -10.2607 -10.2609 -10.2613 -10.2623 -10.2644 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2578 -10.2599 -10.261 -10.2615 -10.2616 -10.2613 -10.2602 -10.2608 -10.2614 -10.262 -10.2624 -10.2626 -10.2627 -10.2627 -10.2624 -10.2621 -10.2623 -10.2626 -10.2631 -10.2635 -10.2639 -10.2642 -10.2644 -10.2647 -10.2648 -10.265 -10.2651 -10.2651 -10.2652 -10.2652 -10.2651 -10.2651 -10.265 -10.2648 -10.2647 -10.2646 -10.2645 -10.2643 -10.2641 -10.264 -10.2638 -10.2636 -10.2634 -10.2633 -10.2631 -10.2629 -10.2628 -10.2627 -10.2627 -10.2627 -10.2628 -10.263 -10.2631 -10.2631 -10.2627 -10.2622 -10.2619 -10.2616 -10.2615 -10.2616 -10.2618 -10.2622 -10.2626 -10.2616 -10.2611 -10.261 -10.2613 -10.2622 -10.2642 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.258 -10.2601 -10.2611 -10.2614 -10.2611 -10.2601 -10.2606 -10.2612 -10.2616 -10.2617 -10.2617 -10.2615 -10.2618 -10.2622 -10.2626 -10.263 -10.2633 -10.2634 -10.2635 -10.2634 -10.2634 -10.2636 -10.2639 -10.2642 -10.2646 -10.2649 -10.2652 -10.2655 -10.2657 -10.2659 -10.2661 -10.2662 -10.2663 -10.2663 -10.2664 -10.2663 -10.2663 -10.2662 -10.2661 -10.266 -10.2659 -10.2658 -10.2657 -10.2655 -10.2653 -10.2652 -10.265 -10.2648 -10.2647 -10.2645 -10.2643 -10.2642 -10.2641 -10.264 -10.264 -10.264 -10.264 -10.264 -10.2639 -10.2636 -10.2632 -10.2629 -10.2627 -10.2626 -10.2625 -10.2626 -10.2627 -10.2627 -10.2623 -10.2619 -10.2618 -10.2619 -10.2622 -10.2626 -10.2615 -10.2611 -10.2612 -10.262 -10.2639 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2581 -10.2602 -10.2612 -10.2616 -10.2614 -10.2603 -10.2607 -10.2612 -10.2615 -10.2615 -10.2613 -10.2615 -10.2619 -10.2623 -10.2625 -10.2626 -10.2628 -10.263 -10.2634 -10.2637 -10.2641 -10.2644 -10.2646 -10.2647 -10.2649 -10.265 -10.2652 -10.2655 -10.2658 -10.2662 -10.2665 -10.2668 -10.267 -10.2673 -10.2675 -10.2676 -10.2678 -10.2679 -10.2679 -10.268 -10.268 -10.268 -10.2679 -10.2679 -10.2678 -10.2677 -10.2676 -10.2674 -10.2673 -10.2671 -10.267 -10.2668 -10.2666 -10.2664 -10.2663 -10.2661 -10.266 -10.2658 -10.2657 -10.2656 -10.2655 -10.2655 -10.2653 -10.2652 -10.2649 -10.2646 -10.2643 -10.2641 -10.2639 -10.2638 -10.2637 -10.2636 -10.2635 -10.2632 -10.2629 -10.2628 -10.2627 -10.2627 -10.2627 -10.2622 -10.2619 -10.2619 -10.2621 -10.2623 -10.2612 -10.2607 -10.2608 -10.2615 -10.2634 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2582 -10.2602 -10.261 -10.2611 -10.2602 -10.2607 -10.2613 -10.2616 -10.2616 -10.2614 -10.2616 -10.2619 -10.2622 -10.2624 -10.2625 -10.2628 -10.2631 -10.2634 -10.2637 -10.264 -10.2643 -10.2646 -10.2649 -10.2653 -10.2656 -10.2659 -10.2662 -10.2665 -10.2667 -10.2669 -10.2672 -10.2675 -10.2678 -10.2681 -10.2684 -10.2687 -10.269 -10.2692 -10.2695 -10.2696 -10.2698 -10.2699 -10.27 -10.27 -10.2701 -10.2701 -10.27 -10.27 -10.2699 -10.2698 -10.2697 -10.2696 -10.2695 -10.2693 -10.2692 -10.269 -10.2688 -10.2686 -10.2685 -10.2683 -10.2681 -10.2679 -10.2678 -10.2676 -10.2675 -10.2673 -10.2672 -10.2669 -10.2667 -10.2664 -10.2661 -10.2658 -10.2656 -10.2654 -10.2652 -10.265 -10.2648 -10.2645 -10.2643 -10.2641 -10.2639 -10.2637 -10.2635 -10.2632 -10.2629 -10.2628 -10.2627 -10.2625 -10.262 -10.2616 -10.2616 -10.2618 -10.262 -10.261 -10.2608 -10.2614 -10.2632 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2583 -10.2603 -10.2612 -10.2612 -10.2602 -10.2607 -10.2611 -10.2613 -10.2612 -10.2615 -10.2619 -10.2622 -10.2624 -10.2626 -10.2628 -10.2631 -10.2635 -10.2637 -10.264 -10.2643 -10.2647 -10.2651 -10.2654 -10.2658 -10.2661 -10.2665 -10.2669 -10.2672 -10.2676 -10.268 -10.2683 -10.2686 -10.2689 -10.2692 -10.2695 -10.2698 -10.2702 -10.2705 -10.2708 -10.2711 -10.2714 -10.2716 -10.2719 -10.2721 -10.2722 -10.2724 -10.2725 -10.2725 -10.2726 -10.2726 -10.2726 -10.2726 -10.2725 -10.2724 -10.2723 -10.2722 -10.2721 -10.2719 -10.2718 -10.2716 -10.2714 -10.2712 -10.271 -10.2708 -10.2706 -10.2705 -10.2703 -10.2701 -10.2699 -10.2697 -10.2694 -10.2692 -10.2689 -10.2686 -10.2683 -10.268 -10.2677 -10.2674 -10.2671 -10.2669 -10.2666 -10.2663 -10.266 -10.2657 -10.2654 -10.2651 -10.2648 -10.2645 -10.2642 -10.2639 -10.2637 -10.2634 -10.263 -10.2627 -10.2625 -10.2624 -10.2622 -10.2618 -10.2616 -10.2617 -10.2618 -10.2608 -10.2605 -10.261 -10.2628 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.258 -10.2601 -10.261 -10.2611 -10.2602 -10.2607 -10.2611 -10.2613 -10.2612 -10.2615 -10.2618 -10.2621 -10.2624 -10.2627 -10.2631 -10.2634 -10.2637 -10.2641 -10.2644 -10.2648 -10.2651 -10.2655 -10.2659 -10.2663 -10.2667 -10.2671 -10.2675 -10.2679 -10.2684 -10.2688 -10.2692 -10.2696 -10.27 -10.2704 -10.2708 -10.2712 -10.2715 -10.2719 -10.2722 -10.2726 -10.2729 -10.2733 -10.2736 -10.2739 -10.2742 -10.2745 -10.2747 -10.2749 -10.2751 -10.2753 -10.2754 -10.2755 -10.2755 -10.2756 -10.2756 -10.2755 -10.2755 -10.2754 -10.2753 -10.2752 -10.2751 -10.275 -10.2748 -10.2746 -10.2744 -10.2742 -10.274 -10.2738 -10.2736 -10.2734 -10.2731 -10.2729 -10.2727 -10.2724 -10.2721 -10.2718 -10.2715 -10.2712 -10.2708 -10.2705 -10.2701 -10.2698 -10.2695 -10.2691 -10.2688 -10.2684 -10.2681 -10.2677 -10.2673 -10.267 -10.2666 -10.2662 -10.2659 -10.2655 -10.2651 -10.2648 -10.2644 -10.264 -10.2637 -10.2634 -10.2631 -10.2628 -10.2625 -10.2623 -10.2621 -10.2616 -10.2613 -10.2614 -10.2615 -10.2604 -10.2602 -10.2608 -10.2626 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan -10.2578 -10.2598 -10.2603 -10.2597 -10.2604 -10.2609 -10.2612 -10.2611 -10.2614 -10.2618 -10.2621 -10.2623 -10.2627 -10.263 -10.2634 -10.2638 -10.2642 -10.2646 -10.2651 -10.2655 -10.2659 -10.2663 -10.2668 -10.2672 -10.2677 -10.2681 -10.2686 -10.2691 -10.2696 -10.27 -10.2705 -10.271 -10.2715 -10.2719 -10.2724 -10.2729 -10.2733 -10.2737 -10.2742 -10.2746 -10.275 -10.2754 -10.2757 -10.2761 -10.2765 -10.2768 -10.2771 -10.2775 -10.2777 -10.278 -10.2782 -10.2784 -10.2786 -10.2787 -10.2788 -10.2789 -10.2789 -10.279 -10.279 -10.2789 -10.2789 -10.2788 -10.2787 -10.2785 -10.2784 -10.2782 -10.278 -10.2779 -10.2776 -10.2774 -10.2772 -10.2769 -10.2767 -10.2764 -10.2761 -10.2759 -10.2756 -10.2752 -10.2749 -10.2745 -10.2742 -10.2738 -10.2734 -10.273 -10.2726 -10.2722 -10.2718 -10.2714 -10.271 -10.2705 -10.2701 -10.2697 -10.2692 -10.2688 -10.2684 -10.2679 -10.2675 -10.267 -10.2666 -10.2661 -10.2657 -10.2653 -10.2649 -10.2645 -10.2641 -10.2637 -10.2634 -10.263 -10.2626 -10.2623 -10.2621 -10.2618 -10.2613 -10.2611 -10.2612 -10.2615 -10.2608 -10.2611 -10.2629 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
