2 -8.26458
3 -8.1942
4 -8.10411
5 -8.00961
6 -7.91578
7 -7.82443
8 -7.73617
9 -7.65117
10 -7.56939
11 -7.49074
12 -7.4151
13 -7.34234
14 -7.27235
15 -7.205
16 -7.14021
17 -7.07788
18 -7.01794
19 -6.96032
20 -6.90496
21 -6.85179
22 -6.80079
23 -6.75189
24 -6.70507
25 -6.66029
26 -6.61752
27 -6.57673
28 -6.5379
29 -6.50101
30 -6.46602
31 -6.43293
32 -6.40172
33 -6.37236
34 -6.34484
35 -6.31914
36 -6.29525
37 -6.27315
38 -6.25282
39 -6.23425
40 -6.21742
41 -6.20231
42 -6.18892
43 -6.17722
44 -6.16719
45 -6.15882
46 -6.15209
47 -6.14697
48 -6.14338
49 -6.14114
50 -6.13948
