3 -5.53921
4 -5.5137
5 -5.47381
6 -5.42683
7 -5.37673
8 -5.32561
9 -5.27459
10 -5.22431
11 -5.17511
12 -5.1272
13 -5.08068
14 -5.03562
15 -4.99203
16 -4.94994
17 -4.90932
18 -4.87017
19 -4.83248
20 -4.79623
21 -4.76139
22 -4.72796
23 -4.6959
24 -4.6652
25 -4.63585
26 -4.60782
27 -4.5811
28 -4.55568
29 -4.53153
30 -4.50864
31 -4.487
32 -4.4666
33 -4.44741
34 -4.42944
35 -4.41266
36 -4.39706
37 -4.38263
38 -4.36936
39 -4.35724
40 -4.34625
41 -4.33639
42 -4.32764
43 -4.31999
44 -4.31344
45 -4.30797
46 -4.30356
47 -4.3002
48 -4.29785
49 -4.29635
50 -4.29521
