4 -4.37407
5 -4.36163
6 -4.34007
7 -4.31267
8 -4.2818
9 -4.24904
10 -4.21537
11 -4.18145
12 -4.14771
13 -4.1144
14 -4.08173
15 -4.04981
16 -4.01873
17 -3.98854
18 -3.95929
19 -3.93099
20 -3.90366
21 -3.87732
22 -3.85195
23 -3.82758
24 -3.80418
25 -3.78177
26 -3.76033
27 -3.73986
28 -3.72036
29 -3.70181
30 -3.68421
31 -3.66755
32 -3.65183
33 -3.63703
34 -3.62315
35 -3.61018
36 -3.59812
37 -3.58695
38 -3.57667
39 -3.56727
40 -3.55875
41 -3.55109
42 -3.54429
43 -3.53835
44 -3.53325
45 -3.52898
46 -3.52555
47 -3.52293
48 -3.52108
49 -3.51991
50 -3.51898
