4 -5.22051
5 -5.18813
6 -5.14807
7 -5.10402
8 -5.05817
9 -5.01184
10 -4.96577
11 -4.92043
12 -4.87608
13 -4.83288
14 -4.79092
15 -4.75026
16 -4.71092
17 -4.67293
18 -4.63627
19 -4.60094
20 -4.56694
21 -4.53424
22 -4.50285
23 -4.47273
24 -4.44389
25 -4.4163
26 -4.38994
27 -4.36482
28 -4.3409
29 -4.31818
30 -4.29664
31 -4.27627
32 -4.25707
33 -4.239
34 -4.22208
35 -4.20627
36 -4.19158
37 -4.17799
38 -4.16549
39 -4.15407
40 -4.14372
41 -4.13442
42 -4.12617
43 -4.11897
44 -4.11279
45 -4.10763
46 -4.10347
47 -4.1003
48 -4.09808
49 -4.09667
50 -4.09558
