2 -10.6543
3 -10.5831
4 -10.4916
5 -10.395
6 -10.2986
7 -10.204
8 -10.1119
9 -10.0224
10 -9.93541
11 -9.85088
12 -9.76864
13 -9.68856
14 -9.61048
15 -9.5343
16 -9.45987
17 -9.38712
18 -9.31593
19 -9.24622
20 -9.17793
21 -9.11097
22 -9.0453
23 -8.98085
24 -8.91757
25 -8.85543
26 -8.79438
27 -8.73439
28 -8.67542
29 -8.61744
30 -8.56044
31 -8.50439
32 -8.44925
33 -8.39503
34 -8.3417
35 -8.28924
36 -8.23764
37 -8.18689
38 -8.13698
39 -8.0879
40 -8.03964
41 -7.9922
42 -7.94556
43 -7.89973
44 -7.85469
45 -7.81045
46 -7.767
47 -7.72434
48 -7.68247
49 -7.64138
50 -7.60108
51 -7.56156
52 -7.52283
53 -7.48488
54 -7.44772
55 -7.41135
56 -7.37576
57 -7.34096
58 -7.30695
59 -7.27374
60 -7.24132
61 -7.20969
62 -7.17886
63 -7.14883
64 -7.11961
65 -7.09119
66 -7.06357
67 -7.03677
68 -7.01077
69 -6.98558
70 -6.96121
71 -6.93766
72 -6.91492
73 -6.893
74 -6.87189
75 -6.85161
76 -6.83215
77 -6.81351
78 -6.79569
79 -6.77869
80 -6.76252
81 -6.74716
82 -6.73263
83 -6.71891
84 -6.70602
85 -6.69394
86 -6.68268
87 -6.67223
88 -6.66259
89 -6.65377
90 -6.64575
91 -6.63853
92 -6.63212
93 -6.6265
94 -6.62168
95 -6.61765
96 -6.61441
97 -6.61194
98 -6.61021
99 -6.60913
100 -6.60835
