3 -6.4044
4 -6.37833
5 -6.33738
6 -6.28886
7 -6.23676
8 -6.18317
9 -6.12922
10 -6.07554
11 -6.02247
12 -5.9702
13 -5.91885
14 -5.86845
15 -5.81903
16 -5.7706
17 -5.72313
18 -5.67662
19 -5.63105
20 -5.58638
21 -5.5426
22 -5.49969
23 -5.45762
24 -5.41637
25 -5.37592
26 -5.33624
27 -5.29733
28 -5.25916
29 -5.22172
30 -5.18499
31 -5.14896
32 -5.11361
33 -5.07894
34 -5.04492
35 -5.01156
36 -4.97883
37 -4.94674
38 -4.91526
39 -4.8844
40 -4.85414
41 -4.82448
42 -4.79542
43 -4.76694
44 -4.73904
45 -4.71171
46 -4.68496
47 -4.65876
48 -4.63313
49 -4.60805
50 -4.58353
51 -4.55955
52 -4.53612
53 -4.51323
54 -4.49088
55 -4.46906
56 -4.44778
57 -4.42703
58 -4.4068
59 -4.38709
60 -4.36791
61 -4.34925
62 -4.33111
63 -4.31348
64 -4.29636
65 -4.27975
66 -4.26366
67 -4.24807
68 -4.23298
69 -4.2184
70 -4.20431
71 -4.19073
72 -4.17764
73 -4.16505
74 -4.15295
75 -4.14133
76 -4.13021
77 -4.11957
78 -4.10942
79 -4.09975
80 -4.09056
81 -4.08184
82 -4.07361
83 -4.06584
84 -4.05855
85 -4.05172
86 -4.04536
87 -4.03946
88 -4.03403
89 -4.02906
90 -4.02454
91 -4.02048
92 -4.01687
93 -4.01371
94 -4.011
95 -4.00873
96 -4.00691
97 -4.00551
98 -4.00454
99 -4.00393
100 -4.00347
